,date,season,year,month,hour,holiday,week_day,working_day,weather_sit,temprature,feel_temprature,humidity,wind_speed,casual_user,registered_user,total_user
5051,2011-08-03,fall,2011,Aug,9,no,thursday ,yes,mist,30.34,34.09,55.0,13.0,23,172,195
5052,2011-08-03,fall,2011,Aug,10,no,thursday ,yes,light rain,30.34,34.09,58.0,6.0,9,59,68
5053,2011-08-03,fall,2011,Aug,11,no,thursday ,yes,mist,30.34,34.09,58.0,7.0,29,93,122
5054,2011-08-03,fall,2011,Aug,12,no,thursday ,yes,light rain,31.16,34.85,55.0,9.0,19,142,161
5055,2011-08-03,fall,2011,Aug,13,no,thursday ,yes,mist,31.16,35.6,58.0,15.0,37,107,144
5056,2011-08-03,fall,2011,Aug,14,no,thursday ,yes,mist,31.16,35.6,58.0,15.0,43,104,147
5057,2011-08-03,fall,2011,Aug,15,no,thursday ,yes,mist,28.7,33.34,79.0,9.0,31,87,118
5058,2011-08-03,fall,2011,Aug,16,no,thursday ,yes,light rain,27.88,31.82,79.0,12.73,21,129,150
5059,2011-08-03,fall,2011,Aug,17,no,thursday ,yes,mist,28.7,33.34,79.0,12.73,47,378,425
5060,2011-08-03,fall,2011,Aug,18,no,thursday ,yes,light rain,28.7,33.34,84.0,12.73,49,443,492
5061,2011-08-03,fall,2011,Aug,19,no,thursday ,yes,light rain,28.7,33.34,84.0,12.73,51,270,321
5062,2011-08-03,fall,2011,Aug,20,no,thursday ,yes,light rain,28.7,33.34,84.0,7.0,7,80,87
5063,2011-08-03,fall,2011,Aug,21,no,thursday ,yes,mist,27.88,31.82,89.0,9.0,7,81,88
5064,2011-08-03,fall,2011,Aug,22,no,thursday ,yes,light rain,27.88,31.82,89.0,7.0,11,66,77
5065,2011-08-03,fall,2011,Aug,23,no,thursday ,yes,mist,27.88,31.82,89.0,6.0,4,52,56
5066,2011-08-04,fall,2011,Aug,0,no,friday,yes,mist,27.88,31.82,89.0,6.0,2,15,17
5067,2011-08-04,fall,2011,Aug,1,no,friday,yes,mist,27.06,29.54,94.0,6.0,3,14,17
5068,2011-08-04,fall,2011,Aug,2,no,friday,yes,mist,27.06,29.54,94.0,6.0,2,5,7
5069,2011-08-04,fall,2011,Aug,3,no,friday,yes,light rain,27.06,29.54,94.0,6.0,0,3,3
5070,2011-08-04,fall,2011,Aug,4,no,friday,yes,mist,27.88,31.82,89.0,12.73,0,7,7
5071,2011-08-04,fall,2011,Aug,5,no,friday,yes,mist,27.88,31.82,89.0,12.73,3,17,20
5072,2011-08-04,fall,2011,Aug,6,no,friday,yes,mist,27.88,31.82,89.0,20.0,7,90,97
5073,2011-08-04,fall,2011,Aug,7,no,friday,yes,mist,27.88,31.82,89.0,20.0,11,271,282
5074,2011-08-04,fall,2011,Aug,8,no,friday,yes,mist,28.7,32.57,82.0,24.0,29,369,398
5075,2011-08-04,fall,2011,Aug,9,no,friday,yes,clear,29.52,34.85,74.0,22.0,25,162,187
5076,2011-08-04,fall,2011,Aug,10,no,friday,yes,clear,29.52,33.34,71.0,20.0,24,89,113
5077,2011-08-04,fall,2011,Aug,11,no,friday,yes,mist,30.34,34.85,66.0,15.0,37,112,149
5078,2011-08-04,fall,2011,Aug,12,no,friday,yes,mist,31.16,35.6,62.0,15.0,53,152,205
5079,2011-08-04,fall,2011,Aug,13,no,friday,yes,clear,31.16,35.6,58.0,12.73,63,142,205
5080,2011-08-04,fall,2011,Aug,14,no,friday,yes,clear,32.8,37.88,55.0,11.0,53,114,167
5081,2011-08-04,fall,2011,Aug,15,no,friday,yes,clear,32.8,37.88,55.0,17.0,50,115,165
5082,2011-08-04,fall,2011,Aug,16,no,friday,yes,clear,31.16,35.6,62.0,22.0,70,220,290
5083,2011-08-04,fall,2011,Aug,17,no,friday,yes,clear,31.16,35.6,62.0,22.0,91,464,555
5084,2011-08-04,fall,2011,Aug,18,no,friday,yes,clear,28.7,33.34,74.0,20.0,88,435,523
5085,2011-08-04,fall,2011,Aug,19,no,friday,yes,clear,28.7,33.34,74.0,19.0,65,301,366
5086,2011-08-04,fall,2011,Aug,20,no,friday,yes,mist,28.7,33.34,74.0,13.0,41,245,286
5087,2011-08-04,fall,2011,Aug,21,no,friday,yes,mist,28.7,33.34,74.0,13.0,25,186,211
5088,2011-08-04,fall,2011,Aug,22,no,friday,yes,clear,27.88,31.82,74.0,13.0,33,141,174
5089,2011-08-04,fall,2011,Aug,23,no,friday,yes,clear,27.06,31.06,74.0,7.0,24,108,132
5090,2011-08-05,fall,2011,Aug,0,no,saturday,yes,clear,27.06,31.06,74.0,7.0,13,41,54
5091,2011-08-05,fall,2011,Aug,1,no,saturday,yes,clear,26.24,29.54,78.0,6.0,3,16,19
5092,2011-08-05,fall,2011,Aug,2,no,saturday,yes,clear,27.06,31.06,69.0,12.73,5,14,19
5093,2011-08-05,fall,2011,Aug,3,no,saturday,yes,clear,26.24,29.54,78.0,6.0,0,6,6
5094,2011-08-05,fall,2011,Aug,4,no,saturday,yes,clear,26.24,29.54,78.0,9.0,1,6,7
5095,2011-08-05,fall,2011,Aug,5,no,saturday,yes,clear,26.24,29.54,78.0,6.0,0,16,16
5096,2011-08-05,fall,2011,Aug,6,no,saturday,yes,clear,26.24,29.54,78.0,9.0,7,94,101
5097,2011-08-05,fall,2011,Aug,7,no,saturday,yes,clear,27.06,30.3,78.0,9.0,23,247,270
5098,2011-08-05,fall,2011,Aug,8,no,saturday,yes,clear,28.7,32.57,65.0,15.0,39,415,454
5099,2011-08-05,fall,2011,Aug,9,no,saturday,yes,clear,29.52,33.34,58.0,7.0,43,183,226
5100,2011-08-05,fall,2011,Aug,10,no,saturday,yes,clear,30.34,34.09,55.0,9.0,50,113,163
5101,2011-08-05,fall,2011,Aug,11,no,saturday,yes,mist,31.16,34.85,52.0,17.0,44,103,147
5102,2011-08-05,fall,2011,Aug,12,no,saturday,yes,clear,31.16,34.85,52.0,17.0,57,159,216
5103,2011-08-05,fall,2011,Aug,13,no,saturday,yes,clear,31.98,35.6,52.0,17.0,40,164,204
5104,2011-08-05,fall,2011,Aug,14,no,saturday,yes,mist,31.98,35.6,52.0,17.0,81,164,245
5105,2011-08-05,fall,2011,Aug,15,no,saturday,yes,clear,31.16,34.85,55.0,17.0,50,160,210
5106,2011-08-05,fall,2011,Aug,16,no,saturday,yes,clear,32.8,37.12,49.0,17.0,76,254,330
5107,2011-08-05,fall,2011,Aug,17,no,saturday,yes,clear,31.98,35.6,49.0,20.0,84,466,550
5108,2011-08-05,fall,2011,Aug,18,no,saturday,yes,clear,31.16,34.85,52.0,17.0,105,361,466
5109,2011-08-05,fall,2011,Aug,19,no,saturday,yes,clear,30.34,34.09,55.0,17.0,90,282,372
5110,2011-08-05,fall,2011,Aug,20,no,saturday,yes,clear,29.52,33.34,58.0,15.0,70,221,291
5111,2011-08-05,fall,2011,Aug,21,no,saturday,yes,clear,28.7,32.57,65.0,13.0,54,119,173
5112,2011-08-05,fall,2011,Aug,22,no,saturday,yes,clear,28.7,32.57,65.0,15.0,51,137,188
5113,2011-08-05,fall,2011,Aug,23,no,saturday,yes,clear,27.88,31.82,69.0,15.0,37,102,139
5114,2011-08-06,fall,2011,Aug,0,no,sunday,no,clear,27.06,30.3,78.0,13.0,29,104,133
5115,2011-08-06,fall,2011,Aug,1,no,sunday,no,clear,27.06,30.3,78.0,11.0,17,50,67
5116,2011-08-06,fall,2011,Aug,2,no,sunday,no,clear,27.06,30.3,78.0,15.0,14,39,53
5117,2011-08-06,fall,2011,Aug,3,no,sunday,no,mist,27.06,30.3,78.0,11.0,14,28,42
5118,2011-08-06,fall,2011,Aug,4,no,sunday,no,mist,27.06,30.3,83.0,11.0,5,5,10
5119,2011-08-06,fall,2011,Aug,5,no,sunday,no,clear,26.24,28.79,89.0,6.0,2,4,6
5120,2011-08-06,fall,2011,Aug,6,no,sunday,no,clear,26.24,28.79,89.0,7.0,5,22,27
5121,2011-08-06,fall,2011,Aug,7,no,sunday,no,clear,27.88,31.82,83.0,11.0,14,49,63
5122,2011-08-06,fall,2011,Aug,8,no,sunday,no,clear,27.88,31.82,83.0,11.0,27,94,121
5123,2011-08-06,fall,2011,Aug,9,no,sunday,no,clear,30.34,34.85,70.0,15.0,60,155,215
5124,2011-08-06,fall,2011,Aug,10,no,sunday,no,mist,30.34,34.85,70.0,19.0,91,199,290
5125,2011-08-06,fall,2011,Aug,11,no,sunday,no,clear,31.98,37.12,62.0,15.0,138,211,349
5126,2011-08-06,fall,2011,Aug,12,no,sunday,no,clear,32.8,37.88,55.0,15.0,130,252,382
5127,2011-08-06,fall,2011,Aug,13,no,sunday,no,mist,32.8,38.64,59.0,22.0,176,265,441
5128,2011-08-06,fall,2011,Aug,14,no,sunday,no,clear,33.62,38.64,52.0,17.0,176,204,380
5129,2011-08-06,fall,2011,Aug,15,no,sunday,no,mist,34.44,40.15,53.0,17.0,130,232,362
5130,2011-08-06,fall,2011,Aug,16,no,sunday,no,light rain,30.34,35.6,79.0,11.0,155,188,343
5131,2011-08-06,fall,2011,Aug,17,no,sunday,no,light rain,30.34,35.6,79.0,11.0,61,88,149
5132,2011-08-06,fall,2011,Aug,18,no,sunday,no,mist,29.52,34.85,79.0,30.0,81,130,211
5133,2011-08-06,fall,2011,Aug,19,no,sunday,no,light rain,29.52,35.6,84.0,17.0,57,114,171
5134,2011-08-06,fall,2011,Aug,20,no,sunday,no,light rain,29.52,34.85,79.0,19.0,58,79,137
5135,2011-08-06,fall,2011,Aug,21,no,sunday,no,mist,28.7,33.34,84.0,22.0,28,86,114
5136,2011-08-06,fall,2011,Aug,22,no,sunday,no,mist,28.7,33.34,84.0,22.0,24,96,120
5137,2011-08-06,fall,2011,Aug,23,no,sunday,no,light rain,28.7,33.34,84.0,19.0,29,79,108
5138,2011-08-07,fall,2011,Aug,0,no,monday,no,mist,28.7,33.34,84.0,19.0,14,66,80
5139,2011-08-07,fall,2011,Aug,1,no,monday,no,mist,28.7,33.34,84.0,17.0,10,63,73
5140,2011-08-07,fall,2011,Aug,2,no,monday,no,mist,28.7,33.34,84.0,15.0,18,48,66
5141,2011-08-07,fall,2011,Aug,3,no,monday,no,mist,28.7,33.34,84.0,9.0,9,23,32
5142,2011-08-07,fall,2011,Aug,4,no,monday,no,clear,28.7,33.34,84.0,9.0,1,5,6
5143,2011-08-07,fall,2011,Aug,5,no,monday,no,clear,28.7,33.34,89.0,13.0,1,4,5
5144,2011-08-07,fall,2011,Aug,6,no,monday,no,clear,28.7,33.34,89.0,11.0,3,10,13
5145,2011-08-07,fall,2011,Aug,7,no,monday,no,clear,28.7,33.34,84.0,13.0,11,28,39
5146,2011-08-07,fall,2011,Aug,8,no,monday,no,clear,29.52,34.85,79.0,13.0,23,66,89
5147,2011-08-07,fall,2011,Aug,9,no,monday,no,clear,31.16,37.12,75.0,7.0,82,102,184
5148,2011-08-07,fall,2011,Aug,10,no,monday,no,clear,32.8,40.15,66.0,9.0,88,178,266
5149,2011-08-07,fall,2011,Aug,11,no,monday,no,clear,33.62,41.66,63.0,12.73,113,156,269
5150,2011-08-07,fall,2011,Aug,12,no,monday,no,clear,36.9,42.42,42.0,20.0,161,209,370
5151,2011-08-07,fall,2011,Aug,13,no,monday,no,clear,36.9,42.42,42.0,20.0,118,206,324
5152,2011-08-07,fall,2011,Aug,14,no,monday,no,clear,35.26,40.15,47.0,13.0,130,192,322
5153,2011-08-07,fall,2011,Aug,15,no,monday,no,light rain,29.52,34.85,74.0,20.0,118,208,326
5154,2011-08-07,fall,2011,Aug,16,no,monday,no,light rain,29.52,34.85,74.0,20.0,74,119,193
5155,2011-08-07,fall,2011,Aug,17,no,monday,no,light rain,30.34,35.6,74.0,43.0,63,131,194
5156,2011-08-07,fall,2011,Aug,18,no,monday,no,clear,29.52,34.85,74.0,6.0,74,155,229
5157,2011-08-07,fall,2011,Aug,19,no,monday,no,clear,29.52,34.85,79.0,11.0,68,160,228
5158,2011-08-07,fall,2011,Aug,20,no,monday,no,clear,29.52,35.6,84.0,9.0,50,133,183
5159,2011-08-07,fall,2011,Aug,21,no,monday,no,clear,29.52,35.6,84.0,7.0,36,100,136
5160,2011-08-07,fall,2011,Aug,22,no,monday,no,clear,28.7,33.34,89.0,13.0,21,82,103
5161,2011-08-07,fall,2011,Aug,23,no,monday,no,clear,28.7,33.34,79.0,7.0,12,43,55
5162,2011-08-08,fall,2011,Aug,0,no,tuesday,yes,clear,28.7,33.34,79.0,7.0,13,17,30
5163,2011-08-08,fall,2011,Aug,1,no,tuesday,yes,clear,27.88,31.82,83.0,9.0,4,8,12
5164,2011-08-08,fall,2011,Aug,2,no,tuesday,yes,clear,27.06,29.54,89.0,12.73,4,3,7
5165,2011-08-08,fall,2011,Aug,3,no,tuesday,yes,clear,27.06,29.54,89.0,12.73,1,0,1
5166,2011-08-08,fall,2011,Aug,4,no,tuesday,yes,clear,27.06,29.54,89.0,7.0,2,8,10
5167,2011-08-08,fall,2011,Aug,5,no,tuesday,yes,clear,28.7,33.34,79.0,6.0,1,14,15
5168,2011-08-08,fall,2011,Aug,6,no,tuesday,yes,clear,28.7,32.57,65.0,19.0,8,87,95
5169,2011-08-08,fall,2011,Aug,7,no,tuesday,yes,clear,29.52,34.09,62.0,20.0,18,249,267
5170,2011-08-08,fall,2011,Aug,8,no,tuesday,yes,clear,30.34,34.09,58.0,22.0,29,320,349
5171,2011-08-08,fall,2011,Aug,9,no,tuesday,yes,clear,31.16,34.85,55.0,26.0,37,146,183
5172,2011-08-08,fall,2011,Aug,10,no,tuesday,yes,clear,32.8,37.12,52.0,26.0,62,62,124
5173,2011-08-08,fall,2011,Aug,11,no,tuesday,yes,clear,33.62,37.12,48.0,24.0,90,89,179
5174,2011-08-08,fall,2011,Aug,12,no,tuesday,yes,clear,33.62,37.88,46.0,17.0,48,134,182
5175,2011-08-08,fall,2011,Aug,13,no,tuesday,yes,clear,34.44,37.88,44.0,20.0,43,108,151
5176,2011-08-08,fall,2011,Aug,14,no,tuesday,yes,clear,33.62,37.12,43.0,20.0,41,109,150
5177,2011-08-08,fall,2011,Aug,15,no,tuesday,yes,clear,34.44,37.88,41.0,20.0,40,86,126
5178,2011-08-08,fall,2011,Aug,16,no,tuesday,yes,clear,35.26,38.64,39.0,19.0,64,218,282
5179,2011-08-08,fall,2011,Aug,17,no,tuesday,yes,clear,35.26,38.64,39.0,11.0,67,460,527
5180,2011-08-08,fall,2011,Aug,18,no,tuesday,yes,clear,34.44,37.88,41.0,9.0,64,465,529
5181,2011-08-08,fall,2011,Aug,19,no,tuesday,yes,clear,33.62,37.12,43.0,7.0,64,352,416
5182,2011-08-08,fall,2011,Aug,20,no,tuesday,yes,clear,32.8,37.88,55.0,12.73,71,215,286
5183,2011-08-08,fall,2011,Aug,21,no,tuesday,yes,clear,31.16,35.6,58.0,6.0,30,156,186
5184,2011-08-08,fall,2011,Aug,22,no,tuesday,yes,clear,31.16,35.6,58.0,7.0,26,121,147
5185,2011-08-08,fall,2011,Aug,23,no,tuesday,yes,clear,30.34,34.85,66.0,7.0,19,53,72
5186,2011-08-09,fall,2011,Aug,0,no,wednesday,yes,clear,29.52,34.85,79.0,9.0,10,25,35
5187,2011-08-09,fall,2011,Aug,1,no,wednesday,yes,clear,29.52,34.09,66.0,12.73,5,9,14
5188,2011-08-09,fall,2011,Aug,2,no,wednesday,yes,clear,29.52,34.09,70.0,12.73,9,3,12
5189,2011-08-09,fall,2011,Aug,3,no,wednesday,yes,clear,29.52,34.09,62.0,12.73,0,3,3
5190,2011-08-09,fall,2011,Aug,4,no,wednesday,yes,clear,28.7,33.34,74.0,12.73,1,6,7
5191,2011-08-09,fall,2011,Aug,5,no,wednesday,yes,clear,28.7,32.57,65.0,6.0,5,25,30
5192,2011-08-09,fall,2011,Aug,6,no,wednesday,yes,clear,29.52,33.34,64.0,12.73,6,95,101
5193,2011-08-09,fall,2011,Aug,7,no,wednesday,yes,clear,29.52,34.85,74.0,7.0,30,313,343
5194,2011-08-09,fall,2011,Aug,8,no,wednesday,yes,clear,30.34,34.85,66.0,12.73,40,352,392
5195,2011-08-09,fall,2011,Aug,9,no,wednesday,yes,mist,31.98,37.12,62.0,9.0,34,141,175
5196,2011-08-09,fall,2011,Aug,10,no,wednesday,yes,mist,32.8,38.64,59.0,15.0,55,89,144
5197,2011-08-09,fall,2011,Aug,11,no,wednesday,yes,clear,32.8,38.64,59.0,15.0,61,88,149
5198,2011-08-09,fall,2011,Aug,12,no,wednesday,yes,clear,33.62,39.4,56.0,13.0,60,125,185
5199,2011-08-09,fall,2011,Aug,13,no,wednesday,yes,clear,34.44,39.4,49.0,11.0,48,127,175
5200,2011-08-09,fall,2011,Aug,14,no,wednesday,yes,clear,35.26,39.4,44.0,19.0,53,95,148
5201,2011-08-09,fall,2011,Aug,15,no,wednesday,yes,clear,35.26,38.64,39.0,19.0,58,106,164
5202,2011-08-09,fall,2011,Aug,16,no,wednesday,yes,clear,35.26,38.64,39.0,20.0,57,228,285
5203,2011-08-09,fall,2011,Aug,17,no,wednesday,yes,clear,32.8,37.88,55.0,11.0,79,453,532
5204,2011-08-09,fall,2011,Aug,18,no,wednesday,yes,clear,32.8,37.88,55.0,13.0,97,488,585
5205,2011-08-09,fall,2011,Aug,19,no,wednesday,yes,clear,32.8,37.12,49.0,7.0,69,302,371
5206,2011-08-09,fall,2011,Aug,20,no,wednesday,yes,clear,32.8,36.36,43.0,13.0,34,258,292
5207,2011-08-09,fall,2011,Aug,21,no,wednesday,yes,clear,31.98,34.85,46.0,17.0,46,184,230
5208,2011-08-09,fall,2011,Aug,22,no,wednesday,yes,clear,31.98,34.85,46.0,20.0,28,127,155
5209,2011-08-09,fall,2011,Aug,23,no,wednesday,yes,clear,31.16,34.09,48.0,19.0,22,53,75
5210,2011-08-10,fall,2011,Aug,0,no,thursday ,yes,clear,30.34,33.34,51.0,15.0,19,18,37
5211,2011-08-10,fall,2011,Aug,1,no,thursday ,yes,clear,29.52,33.34,54.0,13.0,7,10,17
5212,2011-08-10,fall,2011,Aug,2,no,thursday ,yes,clear,29.52,33.34,54.0,11.0,1,10,11
5213,2011-08-10,fall,2011,Aug,3,no,thursday ,yes,clear,28.7,32.57,58.0,11.0,1,3,4
5214,2011-08-10,fall,2011,Aug,4,no,thursday ,yes,clear,28.7,32.57,54.0,9.0,1,4,5
5215,2011-08-10,fall,2011,Aug,5,no,thursday ,yes,clear,27.88,31.82,61.0,6.0,2,30,32
5216,2011-08-10,fall,2011,Aug,6,no,thursday ,yes,clear,27.88,31.82,61.0,12.73,9,110,119
5217,2011-08-10,fall,2011,Aug,7,no,thursday ,yes,clear,28.7,32.57,58.0,6.0,16,289,305
5218,2011-08-10,fall,2011,Aug,8,no,thursday ,yes,clear,30.34,33.34,51.0,13.0,38,361,399
5219,2011-08-10,fall,2011,Aug,9,no,thursday ,yes,clear,31.16,34.09,48.0,15.0,32,148,180
5220,2011-08-10,fall,2011,Aug,10,no,thursday ,yes,clear,32.8,36.36,43.0,15.0,41,72,113
5221,2011-08-10,fall,2011,Aug,11,no,thursday ,yes,clear,32.8,35.6,41.0,26.0,54,95,149
5222,2011-08-10,fall,2011,Aug,12,no,thursday ,yes,clear,33.62,36.36,38.0,20.0,74,166,240
5223,2011-08-10,fall,2011,Aug,13,no,thursday ,yes,clear,33.62,36.36,38.0,19.0,41,150,191
5224,2011-08-10,fall,2011,Aug,14,no,thursday ,yes,clear,34.44,36.36,34.0,22.0,62,116,178
5225,2011-08-10,fall,2011,Aug,15,no,thursday ,yes,clear,35.26,37.12,30.0,22.0,53,141,194
5226,2011-08-10,fall,2011,Aug,16,no,thursday ,yes,clear,35.26,37.12,26.0,20.0,76,206,282
5227,2011-08-10,fall,2011,Aug,17,no,thursday ,yes,clear,34.44,35.6,26.0,20.0,71,513,584
5228,2011-08-10,fall,2011,Aug,18,no,thursday ,yes,clear,33.62,35.6,28.0,20.0,70,489,559
5229,2011-08-10,fall,2011,Aug,19,no,thursday ,yes,clear,32.8,34.85,26.0,17.0,79,334,413
5230,2011-08-10,fall,2011,Aug,20,no,thursday ,yes,clear,31.16,33.34,31.0,9.0,59,253,312
5231,2011-08-10,fall,2011,Aug,21,no,thursday ,yes,clear,31.16,33.34,33.0,7.0,47,162,209
5232,2011-08-10,fall,2011,Aug,22,no,thursday ,yes,clear,30.34,32.57,37.0,12.73,17,122,139
5233,2011-08-10,fall,2011,Aug,23,no,thursday ,yes,clear,30.34,32.57,37.0,6.0,14,94,108
5234,2011-08-11,fall,2011,Aug,0,no,friday,yes,clear,28.7,31.82,45.0,7.0,6,40,46
5235,2011-08-11,fall,2011,Aug,1,no,friday,yes,clear,28.7,31.82,45.0,9.0,9,17,26
5236,2011-08-11,fall,2011,Aug,2,no,friday,yes,clear,27.06,31.06,54.0,9.0,3,8,11
5237,2011-08-11,fall,2011,Aug,3,no,friday,yes,clear,26.24,31.06,57.0,9.0,2,7,9
5238,2011-08-11,fall,2011,Aug,4,no,friday,yes,clear,26.24,31.06,57.0,11.0,1,4,5
5239,2011-08-11,fall,2011,Aug,5,no,friday,yes,clear,26.24,31.06,61.0,13.0,2,23,25
5240,2011-08-11,fall,2011,Aug,6,no,friday,yes,clear,25.42,30.3,65.0,11.0,5,101,106
5241,2011-08-11,fall,2011,Aug,7,no,friday,yes,clear,27.06,31.06,54.0,9.0,15,292,307
5242,2011-08-11,fall,2011,Aug,8,no,friday,yes,clear,28.7,31.82,45.0,11.0,29,361,390
5243,2011-08-11,fall,2011,Aug,9,no,friday,yes,clear,29.52,32.57,39.0,15.0,31,166,197
5244,2011-08-11,fall,2011,Aug,10,no,friday,yes,clear,30.34,32.57,37.0,17.0,36,96,132
5245,2011-08-11,fall,2011,Aug,11,no,friday,yes,clear,31.16,33.34,35.0,17.0,59,128,187
5246,2011-08-11,fall,2011,Aug,12,no,friday,yes,clear,31.98,34.09,31.0,17.0,50,164,214
5247,2011-08-11,fall,2011,Aug,13,no,friday,yes,clear,31.16,33.34,31.0,15.0,51,166,217
5248,2011-08-11,fall,2011,Aug,14,no,friday,yes,clear,32.8,34.85,29.0,12.73,39,103,142
5249,2011-08-11,fall,2011,Aug,15,no,friday,yes,clear,32.8,34.85,29.0,20.0,52,126,178
5250,2011-08-11,fall,2011,Aug,16,no,friday,yes,clear,32.8,34.85,27.0,13.0,57,241,298
5251,2011-08-11,fall,2011,Aug,17,no,friday,yes,clear,32.8,34.85,29.0,17.0,96,486,582
5252,2011-08-11,fall,2011,Aug,18,no,friday,yes,clear,31.98,34.09,29.0,6.0,74,497,571
5253,2011-08-11,fall,2011,Aug,19,no,friday,yes,clear,30.34,32.57,35.0,13.0,48,323,371
5254,2011-08-11,fall,2011,Aug,20,no,friday,yes,clear,29.52,32.57,37.0,9.0,56,232,288
5255,2011-08-11,fall,2011,Aug,21,no,friday,yes,clear,28.7,32.57,48.0,6.0,35,171,206
5256,2011-08-11,fall,2011,Aug,22,no,friday,yes,clear,28.7,32.57,48.0,12.73,34,123,157
5257,2011-08-11,fall,2011,Aug,23,no,friday,yes,clear,27.06,31.06,50.0,11.0,22,105,127
5258,2011-08-12,fall,2011,Aug,0,no,saturday,yes,clear,26.24,31.06,53.0,11.0,12,53,65
5259,2011-08-12,fall,2011,Aug,1,no,saturday,yes,clear,26.24,31.06,53.0,9.0,4,19,23
5260,2011-08-12,fall,2011,Aug,2,no,saturday,yes,clear,25.42,31.06,57.0,13.0,0,15,15
5261,2011-08-12,fall,2011,Aug,3,no,saturday,yes,clear,25.42,31.06,53.0,11.0,0,9,9
5262,2011-08-12,fall,2011,Aug,4,no,saturday,yes,clear,25.42,31.06,53.0,9.0,0,5,5
5263,2011-08-12,fall,2011,Aug,5,no,saturday,yes,clear,24.6,31.06,56.0,9.0,2,24,26
5264,2011-08-12,fall,2011,Aug,6,no,saturday,yes,clear,25.42,31.06,50.0,9.0,3,73,76
5265,2011-08-12,fall,2011,Aug,7,no,saturday,yes,clear,26.24,31.06,44.0,11.0,17,247,264
5266,2011-08-12,fall,2011,Aug,8,no,saturday,yes,clear,27.88,31.82,39.0,15.0,29,397,426
5267,2011-08-12,fall,2011,Aug,9,no,saturday,yes,clear,29.52,32.57,34.0,9.0,27,178,205
5268,2011-08-12,fall,2011,Aug,10,no,saturday,yes,clear,30.34,32.57,33.0,7.0,44,86,130
5269,2011-08-12,fall,2011,Aug,11,no,saturday,yes,clear,31.16,33.34,29.0,12.73,48,108,156
5270,2011-08-12,fall,2011,Aug,12,no,saturday,yes,clear,32.8,34.85,27.0,12.73,55,167,222
5271,2011-08-12,fall,2011,Aug,13,no,saturday,yes,clear,31.98,34.09,29.0,6.0,74,179,253
5272,2011-08-12,fall,2011,Aug,14,no,saturday,yes,clear,32.8,34.85,29.0,13.0,51,135,186
5273,2011-08-12,fall,2011,Aug,15,no,saturday,yes,clear,32.8,34.85,29.0,11.0,59,190,249
5274,2011-08-12,fall,2011,Aug,16,no,saturday,yes,clear,33.62,35.6,28.0,12.73,68,266,334
5275,2011-08-12,fall,2011,Aug,17,no,saturday,yes,clear,33.62,35.6,26.0,12.73,93,423,516
5276,2011-08-12,fall,2011,Aug,18,no,saturday,yes,clear,31.16,34.09,40.0,20.0,89,376,465
5277,2011-08-12,fall,2011,Aug,19,no,saturday,yes,clear,30.34,33.34,42.0,15.0,101,284,385
5278,2011-08-12,fall,2011,Aug,20,no,saturday,yes,clear,29.52,32.57,42.0,15.0,77,210,287
5279,2011-08-12,fall,2011,Aug,21,no,saturday,yes,clear,28.7,32.57,48.0,9.0,73,153,226
5280,2011-08-12,fall,2011,Aug,22,no,saturday,yes,clear,27.88,31.82,51.0,12.73,74,157,231
5281,2011-08-12,fall,2011,Aug,23,no,saturday,yes,clear,27.88,31.82,51.0,12.73,51,100,151
5282,2011-08-13,fall,2011,Aug,0,no,sunday,no,clear,27.88,31.82,51.0,7.0,15,69,84
5283,2011-08-13,fall,2011,Aug,1,no,sunday,no,mist,27.88,31.82,57.0,6.0,13,64,77
5284,2011-08-13,fall,2011,Aug,2,no,sunday,no,clear,27.88,31.82,57.0,12.73,16,58,74
5285,2011-08-13,fall,2011,Aug,3,no,sunday,no,clear,27.06,31.06,65.0,9.0,9,18,27
5286,2011-08-13,fall,2011,Aug,4,no,sunday,no,mist,26.24,30.3,73.0,9.0,5,5,10
5287,2011-08-13,fall,2011,Aug,5,no,sunday,no,clear,26.24,30.3,73.0,7.0,3,15,18
5288,2011-08-13,fall,2011,Aug,6,no,sunday,no,clear,26.24,30.3,73.0,6.0,3,19,22
5289,2011-08-13,fall,2011,Aug,7,no,sunday,no,mist,27.06,31.06,74.0,13.0,10,34,44
5290,2011-08-13,fall,2011,Aug,8,no,sunday,no,mist,28.7,32.57,65.0,11.0,28,90,118
5291,2011-08-13,fall,2011,Aug,9,no,sunday,no,mist,28.7,33.34,74.0,11.0,70,138,208
5292,2011-08-13,fall,2011,Aug,10,no,sunday,no,mist,29.52,34.85,74.0,15.0,97,163,260
5293,2011-08-13,fall,2011,Aug,11,no,sunday,no,mist,30.34,34.85,70.0,13.0,122,192,314
5294,2011-08-13,fall,2011,Aug,12,no,sunday,no,mist,27.06,29.54,89.0,11.0,175,246,421
5295,2011-08-13,fall,2011,Aug,13,no,sunday,no,mist,30.34,35.6,74.0,22.0,61,92,153
5296,2011-08-13,fall,2011,Aug,14,no,sunday,no,clear,30.34,34.85,70.0,17.0,113,146,259
5297,2011-08-13,fall,2011,Aug,15,no,sunday,no,light rain,27.88,31.82,79.0,24.0,150,208,358
5298,2011-08-13,fall,2011,Aug,16,no,sunday,no,mist,28.7,33.34,74.0,19.0,148,133,281
5299,2011-08-13,fall,2011,Aug,17,no,sunday,no,mist,29.52,34.85,74.0,17.0,97,172,269
