,date,season,year,month,holiday,week_day,working_day,weather_sit,temprature,feel_temprature,humidity,wind_speed,casual_user,registered_user,total_user
253,2011-09-11,fall,2011,Sep,no,sunday,no,clear,26.79,30.46,71.38,7.71,1633,3413,5046
254,2011-09-12,fall,2011,Sep,no,monday,yes,clear,26.42,30.11,69.22,5.96,690,4023,4713
255,2011-09-13,fall,2011,Sep,no,tuesday,yes,clear,26.68,30.18,71.25,9.5,701,4062,4763
256,2011-09-14,fall,2011,Sep,no,wednesday,yes,clear,27.61,31.34,69.71,11.21,647,4138,4785
257,2011-09-15,fall,2011,Sep,no,thursday ,yes,mist,23.68,27.68,70.92,18.17,428,3231,3659
258,2011-09-16,fall,2011,Sep,no,friday,yes,mist,19.24,23.07,59.04,11.0,742,4018,4760
259,2011-09-17,fall,2011,Sep,no,saturday,no,mist,20.16,23.93,71.83,12.71,1434,3077,4511
260,2011-09-18,fall,2011,Sep,no,sunday,no,clear,20.81,24.53,69.5,11.96,1353,2921,4274
261,2011-09-19,fall,2011,Sep,no,monday,yes,mist,22.52,26.48,69.0,10.17,691,3848,4539
262,2011-09-20,fall,2011,Sep,no,tuesday,yes,mist,23.03,26.61,88.12,9.04,438,3203,3641
263,2011-09-21,fall,2011,Sep,no,wednesday,yes,mist,24.4,27.53,90.0,6.46,539,3813,4352
264,2011-09-22,fall,2011,Sep,no,thursday ,yes,mist,25.76,27.75,90.21,8.58,555,4240,4795
265,2011-09-23,winter,2011,Sep,no,friday,yes,mist,24.98,26.11,97.25,5.25,258,2137,2395
266,2011-09-24,winter,2011,Sep,no,saturday,no,mist,24.87,28.22,86.25,5.25,1776,3647,5423
267,2011-09-25,winter,2011,Sep,no,sunday,no,mist,26.0,28.63,84.5,3.38,1544,3466,5010
268,2011-09-26,winter,2011,Sep,no,monday,yes,mist,26.62,29.45,84.83,7.42,684,3946,4630
269,2011-09-27,winter,2011,Sep,no,tuesday,yes,mist,26.1,28.73,88.54,7.92,477,3643,4120
270,2011-09-28,winter,2011,Sep,no,wednesday,yes,mist,26.04,28.76,84.88,9.96,480,3427,3907
271,2011-09-29,winter,2011,Sep,no,thursday ,yes,clear,25.28,28.73,69.92,11.58,653,4186,4839
272,2011-09-30,winter,2011,Sep,no,friday,yes,clear,23.13,27.24,64.75,13.83,830,4372,5202
273,2011-10-01,winter,2011,Oct,no,saturday,no,mist,16.81,20.64,75.38,19.58,480,1949,2429
274,2011-10-02,winter,2011,Oct,no,sunday,no,mist,14.62,17.27,79.17,14.87,616,2302,2918
275,2011-10-03,winter,2011,Oct,no,monday,yes,mist,15.75,19.6,76.08,5.58,330,3240,3570
276,2011-10-04,winter,2011,Oct,no,tuesday,yes,clear,19.85,23.64,71.0,13.79,486,3970,4456
277,2011-10-05,winter,2011,Oct,no,wednesday,yes,clear,22.07,26.36,64.79,11.88,559,4267,4826
278,2011-10-06,winter,2011,Oct,no,thursday ,yes,clear,20.26,24.02,62.08,9.04,639,4126,4765
279,2011-10-07,winter,2011,Oct,no,friday,yes,clear,20.94,25.22,68.42,1.5,949,4036,4985
280,2011-10-08,winter,2011,Oct,no,saturday,no,clear,21.39,25.66,70.12,3.04,2235,3174,5409
281,2011-10-09,winter,2011,Oct,no,sunday,no,clear,22.17,26.2,72.75,4.25,2397,3114,5511
282,2011-10-10,winter,2011,Oct,yes,monday,no,clear,23.4,27.15,73.38,2.83,1514,3603,5117
283,2011-10-11,winter,2011,Oct,no,tuesday,yes,mist,23.23,27.3,80.88,9.58,667,3896,4563
284,2011-10-12,winter,2011,Oct,no,wednesday,yes,light rain,22.28,25.89,90.62,16.63,217,2199,2416
285,2011-10-13,winter,2011,Oct,no,thursday ,yes,mist,24.16,27.59,89.67,9.5,290,2623,2913
286,2011-10-14,winter,2011,Oct,no,friday,yes,mist,22.58,26.48,71.62,15.0,529,3115,3644
287,2011-10-15,winter,2011,Oct,no,saturday,no,clear,20.77,24.94,48.33,17.29,1899,3318,5217
288,2011-10-16,winter,2011,Oct,no,sunday,no,clear,20.98,25.16,48.67,18.88,1748,3293,5041
289,2011-10-17,winter,2011,Oct,no,monday,yes,clear,21.9,25.54,57.96,11.75,713,3857,4570
290,2011-10-18,winter,2011,Oct,no,tuesday,yes,mist,21.83,26.14,70.17,7.38,637,4111,4748
291,2011-10-19,winter,2011,Oct,no,wednesday,yes,light rain,22.21,25.69,89.52,16.3,254,2170,2424
292,2011-10-20,winter,2011,Oct,no,thursday ,yes,clear,19.51,23.33,63.62,28.29,471,3724,4195
293,2011-10-21,winter,2011,Oct,no,friday,yes,clear,17.53,21.18,57.42,14.83,676,3628,4304
294,2011-10-22,winter,2011,Oct,no,saturday,no,clear,17.32,21.27,62.92,6.21,1499,2809,4308
295,2011-10-23,winter,2011,Oct,no,sunday,no,clear,17.29,21.12,74.12,6.67,1619,2762,4381
296,2011-10-24,winter,2011,Oct,no,monday,yes,clear,19.0,22.85,77.21,7.96,699,3488,4187
297,2011-10-25,winter,2011,Oct,no,tuesday,yes,clear,19.34,23.17,62.29,11.17,695,3992,4687
298,2011-10-26,winter,2011,Oct,no,wednesday,yes,mist,19.85,23.64,72.04,9.96,404,3490,3894
299,2011-10-27,winter,2011,Oct,no,thursday ,yes,mist,19.27,22.85,81.29,13.25,240,2419,2659
300,2011-10-28,winter,2011,Oct,no,friday,yes,mist,13.56,15.94,58.58,15.38,456,3291,3747
301,2011-10-29,winter,2011,Oct,no,saturday,no,light rain,10.42,11.4,88.25,23.54,57,570,627
302,2011-10-30,winter,2011,Oct,no,sunday,no,clear,13.09,16.07,62.38,11.83,885,2446,3331
303,2011-10-31,winter,2011,Oct,no,monday,yes,clear,13.94,17.8,70.33,7.13,362,3307,3669
304,2011-11-01,winter,2011,Nov,no,tuesday,yes,clear,16.43,19.85,68.38,9.08,410,3658,4068
305,2011-11-02,winter,2011,Nov,no,wednesday,yes,clear,15.48,19.51,71.88,5.5,370,3816,4186
306,2011-11-03,winter,2011,Nov,no,thursday ,yes,clear,16.74,20.3,70.21,9.17,318,3656,3974
307,2011-11-04,winter,2011,Nov,no,friday,yes,mist,16.54,20.17,62.25,18.21,470,3576,4046
308,2011-11-05,winter,2011,Nov,no,saturday,no,clear,13.39,16.19,51.92,12.67,1156,2770,3926
309,2011-11-06,winter,2011,Nov,no,sunday,no,clear,14.28,18.12,73.46,6.17,952,2697,3649
310,2011-11-07,winter,2011,Nov,no,monday,yes,clear,16.2,20.04,75.88,3.83,373,3662,4035
311,2011-11-08,winter,2011,Nov,no,tuesday,yes,clear,16.74,20.61,72.17,4.63,376,3829,4205
312,2011-11-09,winter,2011,Nov,no,wednesday,yes,clear,16.4,20.45,75.83,4.17,305,3804,4109
313,2011-11-10,winter,2011,Nov,no,thursday ,yes,mist,15.58,18.69,81.33,12.67,190,2743,2933
314,2011-11-11,winter,2011,Nov,yes,friday,no,clear,13.29,15.34,44.62,21.08,440,2928,3368
315,2011-11-12,winter,2011,Nov,no,saturday,no,clear,14.62,17.9,55.29,14.21,1275,2792,4067
316,2011-11-13,winter,2011,Nov,no,sunday,no,clear,18.07,21.53,45.83,18.88,1004,2713,3717
317,2011-11-14,winter,2011,Nov,no,monday,yes,clear,21.73,26.23,58.71,20.54,595,3891,4486
318,2011-11-15,winter,2011,Nov,no,tuesday,yes,mist,21.73,25.38,68.88,13.38,449,3746,4195
319,2011-11-16,winter,2011,Nov,no,wednesday,yes,light rain,18.72,22.6,93.0,9.17,145,1672,1817
320,2011-11-17,winter,2011,Nov,no,thursday ,yes,mist,14.01,16.16,57.58,20.46,139,2914,3053
321,2011-11-18,winter,2011,Nov,no,friday,yes,clear,11.24,13.64,41.0,11.29,245,3147,3392
322,2011-11-19,winter,2011,Nov,no,saturday,no,clear,13.5,16.22,50.21,15.04,943,2720,3663
323,2011-11-20,winter,2011,Nov,no,sunday,no,mist,19.0,22.85,68.46,12.46,787,2733,3520
324,2011-11-21,winter,2011,Nov,no,monday,yes,light rain,18.35,22.25,91.0,9.25,220,2545,2765
325,2011-11-22,winter,2011,Nov,no,tuesday,yes,light rain,17.08,21.08,96.25,7.96,69,1538,1607
326,2011-11-23,winter,2011,Nov,no,wednesday,yes,mist,18.07,21.53,75.79,22.5,112,2454,2566
327,2011-11-24,winter,2011,Nov,yes,thursday ,no,clear,15.31,18.62,54.92,11.21,560,935,1495
328,2011-11-25,winter,2011,Nov,no,friday,yes,clear,15.38,19.03,64.38,6.63,1095,1697,2792
329,2011-11-26,winter,2011,Nov,no,saturday,no,clear,15.41,19.25,68.17,4.58,1249,1819,3068
330,2011-11-27,winter,2011,Nov,no,sunday,no,clear,18.83,22.79,69.83,14.0,810,2261,3071
331,2011-11-28,winter,2011,Nov,no,monday,yes,clear,20.64,24.51,74.3,9.52,253,3614,3867
332,2011-11-29,winter,2011,Nov,no,tuesday,yes,mist,18.79,22.57,83.08,17.29,96,2818,2914
333,2011-11-30,winter,2011,Nov,no,wednesday,yes,clear,13.32,15.56,61.33,18.17,188,3425,3613
334,2011-12-01,winter,2011,Dec,no,thursday ,yes,clear,12.81,15.28,52.46,14.75,182,3545,3727
335,2011-12-02,winter,2011,Dec,no,friday,yes,clear,12.88,16.57,62.58,6.75,268,3672,3940
336,2011-12-03,winter,2011,Dec,no,saturday,no,clear,12.27,15.53,61.29,6.42,706,2908,3614
337,2011-12-04,winter,2011,Dec,no,sunday,no,clear,13.56,17.46,77.58,5.63,634,2851,3485
338,2011-12-05,winter,2011,Dec,no,monday,yes,mist,15.82,19.7,82.71,4.17,233,3578,3811
339,2011-12-06,winter,2011,Dec,no,tuesday,yes,light rain,18.96,22.82,94.96,15.58,126,2468,2594
340,2011-12-07,winter,2011,Dec,no,wednesday,yes,light rain,16.81,20.01,97.04,17.83,50,655,705
341,2011-12-08,winter,2011,Dec,no,thursday ,yes,clear,10.9,12.85,58.0,16.08,150,3172,3322
342,2011-12-09,winter,2011,Dec,no,friday,yes,clear,11.92,15.88,69.58,5.54,261,3359,3620
343,2011-12-10,winter,2011,Dec,no,saturday,no,clear,11.28,13.32,50.75,15.63,502,2688,3190
344,2011-12-11,winter,2011,Dec,no,sunday,no,clear,9.05,12.66,49.0,4.46,377,2366,2743
345,2011-12-12,winter,2011,Dec,no,monday,yes,clear,9.77,13.51,67.08,4.25,143,3167,3310
346,2011-12-13,winter,2011,Dec,no,tuesday,yes,clear,11.58,15.06,59.0,9.42,155,3368,3523
347,2011-12-14,winter,2011,Dec,no,wednesday,yes,mist,13.02,16.92,66.38,4.08,178,3562,3740
348,2011-12-15,winter,2011,Dec,no,thursday ,yes,mist,17.32,20.61,63.42,17.96,181,3528,3709
349,2011-12-16,winter,2011,Dec,no,friday,yes,mist,15.38,17.99,50.04,17.46,178,3399,3577
350,2011-12-17,winter,2011,Dec,no,saturday,no,mist,10.59,12.47,56.08,16.29,275,2464,2739
351,2011-12-18,winter,2011,Dec,no,sunday,no,clear,9.77,12.28,58.63,11.38,220,2211,2431
352,2011-12-19,winter,2011,Dec,no,monday,yes,clear,11.34,14.05,63.75,11.58,260,3143,3403
353,2011-12-20,winter,2011,Dec,no,tuesday,yes,mist,15.82,19.82,59.54,4.13,216,3534,3750
354,2011-12-21,springer,2011,Dec,no,wednesday,yes,mist,17.56,21.4,85.83,14.83,107,2553,2660
355,2011-12-22,springer,2011,Dec,no,thursday ,yes,mist,17.36,21.31,75.75,3.17,227,2841,3068
356,2011-12-23,springer,2011,Dec,no,friday,yes,clear,15.31,18.88,68.62,18.37,163,2046,2209
357,2011-12-24,springer,2011,Dec,no,saturday,no,clear,12.4,14.96,54.25,12.75,155,856,1011
358,2011-12-25,springer,2011,Dec,no,sunday,no,clear,11.27,14.0,68.13,10.39,303,451,754
359,2011-12-26,springer,2011,Dec,yes,monday,no,clear,13.19,15.78,50.7,16.04,430,887,1317
360,2011-12-27,springer,2011,Dec,no,tuesday,yes,mist,13.32,16.38,76.25,12.63,103,1059,1162
361,2011-12-28,springer,2011,Dec,no,wednesday,yes,clear,12.26,14.0,50.39,19.7,255,2047,2302
362,2011-12-29,springer,2011,Dec,no,thursday ,yes,clear,10.18,13.19,57.42,8.0,254,2169,2423
363,2011-12-30,springer,2011,Dec,no,friday,yes,clear,12.78,15.94,63.67,9.0,491,2508,2999
364,2011-12-31,springer,2011,Dec,no,saturday,no,clear,16.81,20.71,61.58,14.75,665,1820,2485
365,2012-01-01,springer,2012,Jan,no,sunday,no,clear,15.17,18.78,69.25,12.88,686,1608,2294
366,2012-01-02,springer,2012,Jan,yes,monday,no,clear,11.19,12.62,38.13,22.09,244,1707,1951
367,2012-01-03,springer,2012,Jan,no,tuesday,yes,clear,6.15,6.31,44.12,24.5,89,2147,2236
368,2012-01-04,springer,2012,Jan,no,wednesday,yes,mist,4.41,5.97,41.46,12.37,95,2273,2368
369,2012-01-05,springer,2012,Jan,no,thursday ,yes,clear,10.9,13.92,52.42,8.71,140,3132,3272
370,2012-01-06,springer,2012,Jan,no,friday,yes,clear,13.7,17.01,54.21,11.25,307,3791,4098
371,2012-01-07,springer,2012,Jan,no,saturday,no,clear,16.13,19.54,53.17,11.71,1070,3451,4521
372,2012-01-08,springer,2012,Jan,no,sunday,no,clear,13.84,17.01,46.5,12.83,599,2826,3425
373,2012-01-09,springer,2012,Jan,no,monday,yes,mist,9.19,12.37,70.17,6.63,106,2270,2376
374,2012-01-10,springer,2012,Jan,no,tuesday,yes,clear,12.66,15.94,64.65,12.57,173,3425,3598
375,2012-01-11,springer,2012,Jan,no,wednesday,yes,mist,11.24,14.14,84.75,8.79,92,2085,2177
376,2012-01-12,springer,2012,Jan,no,thursday ,yes,mist,15.68,19.1,80.29,12.12,269,3828,4097
377,2012-01-13,springer,2012,Jan,no,friday,yes,clear,11.24,12.47,50.75,25.33,174,3040,3214
378,2012-01-14,springer,2012,Jan,no,saturday,no,clear,7.38,9.15,45.75,12.54,333,2160,2493
379,2012-01-15,springer,2012,Jan,no,sunday,no,clear,6.83,8.08,41.92,16.83,284,2027,2311
380,2012-01-16,springer,2012,Jan,yes,monday,no,clear,7.79,9.53,52.25,15.5,217,2081,2298
381,2012-01-17,springer,2012,Jan,no,tuesday,yes,mist,15.29,18.21,71.61,23.39,127,2808,2935
382,2012-01-18,springer,2012,Jan,no,wednesday,yes,clear,12.44,13.76,44.33,27.83,109,3267,3376
383,2012-01-19,springer,2012,Jan,no,thursday ,yes,clear,7.79,9.5,49.75,14.75,130,3162,3292
384,2012-01-20,springer,2012,Jan,no,friday,yes,mist,8.92,11.05,45.0,13.58,115,3048,3163
385,2012-01-21,springer,2012,Jan,no,saturday,no,mist,7.11,8.74,83.12,14.92,67,1234,1301
386,2012-01-22,springer,2012,Jan,no,sunday,no,mist,6.66,8.11,79.62,13.38,196,1781,1977
387,2012-01-23,springer,2012,Jan,no,monday,yes,mist,8.95,12.15,91.12,7.42,145,2287,2432
388,2012-01-24,springer,2012,Jan,no,tuesday,yes,clear,14.04,17.46,83.58,8.29,439,3900,4339
389,2012-01-25,springer,2012,Jan,no,wednesday,yes,clear,12.06,14.74,64.38,10.79,467,3803,4270
390,2012-01-26,springer,2012,Jan,no,thursday ,yes,mist,14.01,17.8,76.96,4.92,244,3831,4075
391,2012-01-27,springer,2012,Jan,no,friday,yes,mist,17.42,20.77,74.12,22.96,269,3187,3456
392,2012-01-28,springer,2012,Jan,no,saturday,no,clear,12.95,16.32,54.33,14.13,775,3248,4023
393,2012-01-29,springer,2012,Jan,no,sunday,no,clear,11.58,13.64,31.13,16.08,558,2685,3243
394,2012-01-30,springer,2012,Jan,no,monday,yes,clear,11.04,13.13,40.08,14.46,126,3498,3624
395,2012-01-31,springer,2012,Jan,no,tuesday,yes,clear,15.99,19.07,41.67,17.54,324,4185,4509
396,2012-02-01,springer,2012,Feb,no,wednesday,yes,clear,19.24,23.33,50.79,12.67,304,4275,4579
397,2012-02-02,springer,2012,Feb,no,thursday ,yes,mist,16.37,19.95,67.29,12.54,190,3571,3761
398,2012-02-03,springer,2012,Feb,no,friday,yes,clear,12.85,15.47,52.67,11.96,310,3841,4151
399,2012-02-04,springer,2012,Feb,no,saturday,no,mist,10.83,13.64,77.96,8.17,384,2448,2832
400,2012-02-05,springer,2012,Feb,no,sunday,no,mist,10.9,13.23,68.79,11.79,318,2629,2947
401,2012-02-06,springer,2012,Feb,no,monday,yes,clear,11.59,14.82,62.22,10.3,206,3578,3784
402,2012-02-07,springer,2012,Feb,no,tuesday,yes,clear,14.52,18.06,49.62,9.87,199,4176,4375
403,2012-02-08,springer,2012,Feb,no,wednesday,yes,mist,10.52,13.32,72.29,8.96,109,2693,2802
404,2012-02-09,springer,2012,Feb,no,thursday ,yes,clear,10.86,13.1,56.21,13.0,163,3667,3830
405,2012-02-10,springer,2012,Feb,no,friday,yes,mist,11.51,14.68,54.0,7.83,227,3604,3831
406,2012-02-11,springer,2012,Feb,no,saturday,no,light rain,9.19,10.54,73.12,19.42,192,1977,2169
407,2012-02-12,springer,2012,Feb,no,sunday,no,clear,5.23,5.08,46.46,27.42,73,1456,1529
408,2012-02-13,springer,2012,Feb,no,monday,yes,clear,9.12,11.4,41.12,11.21,94,3328,3422
409,2012-02-14,springer,2012,Feb,no,tuesday,yes,mist,13.09,16.7,50.88,9.46,135,3787,3922
410,2012-02-15,springer,2012,Feb,no,wednesday,yes,clear,14.28,17.58,53.12,12.17,141,4028,4169
411,2012-02-16,springer,2012,Feb,no,thursday ,yes,mist,12.98,16.51,75.29,6.13,74,2931,3005
412,2012-02-17,springer,2012,Feb,no,friday,yes,clear,14.08,17.58,63.46,13.79,349,3805,4154
413,2012-02-18,springer,2012,Feb,no,saturday,no,clear,14.21,17.77,53.46,12.79,1435,2883,4318
414,2012-02-19,springer,2012,Feb,no,sunday,no,mist,11.48,13.29,51.58,16.96,618,2071,2689
415,2012-02-20,springer,2012,Feb,yes,monday,no,clear,11.48,13.67,50.78,15.35,502,2627,3129
416,2012-02-21,springer,2012,Feb,no,tuesday,yes,clear,11.8,14.76,59.43,13.78,163,3614,3777
417,2012-02-22,springer,2012,Feb,no,wednesday,yes,clear,16.23,19.63,56.79,15.71,394,4379,4773
418,2012-02-23,springer,2012,Feb,no,thursday ,yes,clear,18.62,22.22,55.46,12.79,516,4546,5062
419,2012-02-24,springer,2012,Feb,no,friday,yes,mist,16.71,20.55,73.75,15.92,246,3241,3487
420,2012-02-25,springer,2012,Feb,no,saturday,no,clear,11.92,12.78,39.58,28.25,317,2415,2732
421,2012-02-26,springer,2012,Feb,no,sunday,no,clear,11.45,13.42,41.0,13.75,515,2874,3389
422,2012-02-27,springer,2012,Feb,no,monday,yes,clear,15.03,17.9,49.08,17.96,253,4069,4322
423,2012-02-28,springer,2012,Feb,no,tuesday,yes,clear,14.73,17.68,39.58,12.96,229,4134,4363
424,2012-02-29,springer,2012,Feb,no,wednesday,yes,mist,14.12,17.42,80.48,12.0,65,1769,1834
425,2012-03-01,springer,2012,Mar,no,thursday ,yes,clear,19.92,23.77,61.54,15.21,325,4665,4990
426,2012-03-02,springer,2012,Mar,no,friday,yes,mist,14.49,17.99,65.71,9.71,246,2948,3194
427,2012-03-03,springer,2012,Mar,no,saturday,no,mist,16.98,20.67,62.12,10.79,956,3110,4066
428,2012-03-04,springer,2012,Mar,no,sunday,no,clear,13.36,15.15,40.33,22.42,710,2713,3423
429,2012-03-05,springer,2012,Mar,no,monday,yes,clear,9.98,12.06,50.62,15.33,203,3130,3333
430,2012-03-06,springer,2012,Mar,no,tuesday,yes,clear,10.59,12.75,45.67,13.46,221,3735,3956
431,2012-03-07,springer,2012,Mar,no,wednesday,yes,clear,16.57,19.26,51.33,23.17,432,4484,4916
432,2012-03-08,springer,2012,Mar,no,thursday ,yes,clear,21.63,26.23,56.75,29.58,486,4896,5382
433,2012-03-09,springer,2012,Mar,no,friday,yes,mist,16.84,19.85,40.71,27.79,447,4122,4569
434,2012-03-10,springer,2012,Mar,no,saturday,no,clear,11.79,13.89,35.04,15.13,968,3150,4118
435,2012-03-11,springer,2012,Mar,no,sunday,no,clear,14.83,17.98,47.7,14.91,1658,3253,4911
436,2012-03-12,springer,2012,Mar,no,monday,yes,clear,19.13,22.98,48.92,13.92,838,4460,5298
437,2012-03-13,springer,2012,Mar,no,tuesday,yes,clear,23.16,27.15,61.75,15.88,762,5085,5847
438,2012-03-14,springer,2012,Mar,no,wednesday,yes,clear,23.47,27.43,50.71,7.71,997,5315,6312
439,2012-03-15,springer,2012,Mar,no,thursday ,yes,clear,22.86,26.64,57.96,10.04,1005,5187,6192
440,2012-03-16,springer,2012,Mar,no,friday,yes,mist,17.87,21.81,84.21,7.58,548,3830,4378
441,2012-03-17,springer,2012,Mar,no,saturday,no,mist,21.08,25.25,75.58,7.42,3155,4681,7836
442,2012-03-18,springer,2012,Mar,no,sunday,no,mist,19.37,23.2,81.0,8.5,2207,3685,5892
443,2012-03-19,springer,2012,Mar,no,monday,yes,clear,22.35,26.64,72.88,10.88,982,5171,6153
444,2012-03-20,springer,2012,Mar,no,tuesday,yes,clear,22.99,26.93,80.79,8.13,1051,5042,6093
445,2012-03-21,summer,2012,Mar,no,wednesday,yes,mist,21.8,25.66,82.12,6.0,1122,5108,6230
446,2012-03-22,summer,2012,Mar,no,thursday ,yes,clear,22.72,26.58,83.12,7.88,1334,5537,6871
447,2012-03-23,summer,2012,Mar,no,friday,yes,mist,24.67,28.5,69.42,7.79,2469,5893,8362
448,2012-03-24,summer,2012,Mar,no,saturday,no,mist,20.6,24.34,88.54,12.92,1033,2339,3372
449,2012-03-25,summer,2012,Mar,no,sunday,no,mist,17.94,21.87,88.08,14.79,1532,3464,4996
450,2012-03-26,summer,2012,Mar,no,monday,yes,clear,18.28,21.94,47.79,25.92,795,4763,5558
451,2012-03-27,summer,2012,Mar,no,tuesday,yes,clear,13.26,15.78,29.0,12.54,531,4571,5102
452,2012-03-28,summer,2012,Mar,no,wednesday,yes,clear,19.85,23.55,48.12,19.54,674,5024,5698
453,2012-03-29,summer,2012,Mar,no,thursday ,yes,clear,20.26,24.12,43.92,21.42,834,5299,6133
454,2012-03-30,summer,2012,Mar,no,friday,yes,mist,15.17,18.78,58.08,9.25,796,4663,5459
455,2012-03-31,summer,2012,Mar,no,saturday,no,mist,17.39,21.09,73.83,16.79,2301,3934,6235
456,2012-04-01,summer,2012,Apr,no,sunday,no,mist,17.46,20.86,67.62,11.54,2347,3694,6041
457,2012-04-02,summer,2012,Apr,no,monday,yes,clear,17.79,21.38,50.43,20.91,1208,4728,5936
458,2012-04-03,summer,2012,Apr,no,tuesday,yes,clear,19.13,23.07,39.67,6.71,1348,5424,6772
459,2012-04-04,summer,2012,Apr,no,wednesday,yes,clear,22.21,26.67,46.96,12.13,1058,5378,6436
460,2012-04-05,summer,2012,Apr,no,thursday ,yes,clear,17.84,21.56,37.42,14.71,1192,5265,6457
461,2012-04-06,summer,2012,Apr,no,friday,yes,clear,16.54,19.54,37.71,20.13,1807,4653,6460
462,2012-04-07,summer,2012,Apr,no,saturday,no,clear,17.94,21.31,25.42,18.42,3252,3605,6857
463,2012-04-08,summer,2012,Apr,no,sunday,no,clear,20.5,24.62,27.58,15.58,2230,2939,5169
464,2012-04-09,summer,2012,Apr,no,monday,yes,clear,20.06,23.83,31.75,24.0,905,4680,5585
465,2012-04-10,summer,2012,Apr,no,tuesday,yes,clear,18.31,21.81,43.5,16.71,819,5099,5918
466,2012-04-11,summer,2012,Apr,no,wednesday,yes,clear,14.3,16.86,46.96,19.78,482,4380,4862
467,2012-04-12,summer,2012,Apr,no,thursday ,yes,clear,16.3,19.38,46.62,19.46,663,4746,5409
468,2012-04-13,summer,2012,Apr,no,friday,yes,clear,18.14,21.59,40.83,10.42,1252,5146,6398
469,2012-04-14,summer,2012,Apr,no,saturday,no,clear,20.29,24.4,50.29,12.79,2795,4665,7460
470,2012-04-15,summer,2012,Apr,no,sunday,no,clear,24.87,28.69,50.79,15.08,2846,4286,7132
471,2012-04-16,summer,2012,Apr,yes,monday,no,clear,27.23,30.75,56.17,19.08,1198,5172,6370
472,2012-04-17,summer,2012,Apr,no,tuesday,yes,clear,24.94,29.92,39.04,18.33,989,5702,6691
473,2012-04-18,summer,2012,Apr,no,wednesday,yes,mist,19.0,22.85,56.92,11.25,347,4020,4367
474,2012-04-19,summer,2012,Apr,no,thursday ,yes,clear,20.43,24.65,61.25,4.42,846,5719,6565
475,2012-04-20,summer,2012,Apr,no,friday,yes,clear,21.59,25.79,69.46,10.04,1340,5950,7290
476,2012-04-21,summer,2012,Apr,no,saturday,no,clear,23.37,27.15,68.29,19.0,2541,4083,6624
477,2012-04-22,summer,2012,Apr,no,sunday,no,light rain,16.26,19.48,83.54,23.08,120,907,1027
478,2012-04-23,summer,2012,Apr,no,monday,yes,mist,13.19,15.06,76.67,20.33,195,3019,3214
479,2012-04-24,summer,2012,Apr,no,tuesday,yes,clear,16.95,20.26,45.42,16.71,518,5115,5633
480,2012-04-25,summer,2012,Apr,no,wednesday,yes,clear,19.54,23.52,42.79,7.96,655,5541,6196
481,2012-04-26,summer,2012,Apr,no,thursday ,yes,mist,20.43,24.18,75.67,11.83,475,4551,5026
482,2012-04-27,summer,2012,Apr,no,friday,yes,clear,18.76,22.63,40.08,23.29,1014,5219,6233
483,2012-04-28,summer,2012,Apr,no,saturday,no,mist,15.44,18.88,48.96,8.71,1120,3100,4220
484,2012-04-29,summer,2012,Apr,no,sunday,no,clear,18.79,22.51,58.71,7.83,2229,4075,6304
485,2012-04-30,summer,2012,Apr,no,monday,yes,mist,19.03,22.88,57.0,11.5,665,4907,5572
486,2012-05-01,summer,2012,May,no,tuesday,yes,mist,25.15,28.85,65.96,10.46,653,5087,5740
487,2012-05-02,summer,2012,May,no,wednesday,yes,clear,23.13,26.89,79.71,9.25,667,5502,6169
488,2012-05-03,summer,2012,May,no,thursday ,yes,mist,22.96,26.86,76.83,8.96,764,5657,6421
489,2012-05-04,summer,2012,May,no,friday,yes,clear,25.73,29.55,73.54,10.92,1069,5227,6296
490,2012-05-05,summer,2012,May,no,saturday,no,mist,25.49,29.23,75.67,10.25,2496,4387,6883
491,2012-05-06,summer,2012,May,no,sunday,no,mist,23.06,27.34,74.0,10.04,2135,4224,6359
492,2012-05-07,summer,2012,May,no,monday,yes,mist,22.04,26.36,66.42,15.46,1008,5265,6273
493,2012-05-08,summer,2012,May,no,tuesday,yes,mist,23.85,27.87,68.58,19.83,738,4990,5728
494,2012-05-09,summer,2012,May,no,wednesday,yes,mist,23.58,27.65,74.42,14.5,620,4097,4717
495,2012-05-10,summer,2012,May,no,thursday ,yes,clear,20.74,24.59,55.21,21.04,1026,5546,6572
496,2012-05-11,summer,2012,May,no,friday,yes,clear,21.87,26.04,36.04,15.87,1319,5711,7030
497,2012-05-12,summer,2012,May,no,saturday,no,clear,23.13,27.24,48.04,8.25,2622,4807,7429
498,2012-05-13,summer,2012,May,no,sunday,no,clear,25.11,29.26,57.63,15.08,2172,3946,6118
499,2012-05-14,summer,2012,May,no,monday,yes,mist,23.51,27.5,78.96,14.25,342,2501,2843
500,2012-05-15,summer,2012,May,no,tuesday,yes,mist,25.08,28.82,79.46,9.88,625,4490,5115
501,2012-05-16,summer,2012,May,no,wednesday,yes,clear,26.1,29.8,69.79,8.21,991,6433,7424
502,2012-05-17,summer,2012,May,no,thursday ,yes,clear,24.33,28.63,52.0,15.37,1242,6142,7384
503,2012-05-18,summer,2012,May,no,friday,yes,clear,23.13,27.56,52.33,9.17,1521,6118,7639
504,2012-05-19,summer,2012,May,no,saturday,no,clear,24.6,28.35,45.62,5.63,3410,4884,8294
505,2012-05-20,summer,2012,May,no,sunday,no,clear,25.45,29.2,53.04,17.04,2704,4425,7129
